arxiv_id,title,authors,abstract,published,pdf_url,categories
2405.18289v1,Highway Reinforcement Learning,"['Yuhui Wang', 'Miroslav Strupl', 'Francesco Faccio', 'Qingyuan Wu', 'Haozhe Liu', 'Michał Grudzień', 'Xiaoyang Tan', 'Jürgen Schmidhuber']","Learning from multi-step off-policy data collected by a set of policies is a
core problem of reinforcement learning (RL). Approaches based on importance
sampling (IS) often suffer from large variances due to products of IS ratios.
Typical IS-free methods, such as $n$-step Q-learning, look ahead for $n$ time
steps along the trajectory of actions (where $n$ is called the lookahead depth)
and utilize off-policy data directly without any additional adjustment. They
work well for proper choices of $n$. We show, however, that such IS-free
methods underestimate the optimal value function (VF), especially for large
$n$, restricting their capacity to efficiently utilize information from distant
future time steps. To overcome this problem, we introduce a novel, IS-free,
multi-step off-policy method that avoids the underestimation issue and
converges to the optimal VF. At its core lies a simple but non-trivial
\emph{highway gate}, which controls the information flow from the distant
future by comparing it to a threshold. The highway gate guarantees convergence
to the optimal VF for arbitrary $n$ and arbitrary behavioral policies. It gives
rise to a novel family of off-policy RL algorithms that safely learn even when
$n$ is very large, facilitating rapid credit assignment from the far future to
the past. On tasks with greatly delayed rewards, including video games where
the reward is given only at the end of the game, our new methods outperform
many existing multi-step off-policy algorithms.",2024-05-28T15:42:45Z,http://arxiv.org/pdf/2405.18289v1,"['cs.LG', 'cs.AI']"
2505.19002v1,Semi-pessimistic Reinforcement Learning,"['Jin Zhu', 'Xin Zhou', 'Jiaang Yao', 'Gholamali Aminian', 'Omar Rivasplata', 'Simon Little', 'Lexin Li', 'Chengchun Shi']","Offline reinforcement learning (RL) aims to learn an optimal policy from
pre-collected data. However, it faces challenges of distributional shift, where
the learned policy may encounter unseen scenarios not covered in the offline
data. Additionally, numerous applications suffer from a scarcity of labeled
reward data. Relying on labeled data alone often leads to a narrow state-action
distribution, further amplifying the distributional shift, and resulting in
suboptimal policy learning. To address these issues, we first recognize that
the volume of unlabeled data is typically substantially larger than that of
labeled data. We then propose a semi-pessimistic RL method to effectively
leverage abundant unlabeled data. Our approach offers several advantages. It
considerably simplifies the learning process, as it seeks a lower bound of the
reward function, rather than that of the Q-function or state transition
function. It is highly flexible, and can be integrated with a range of
model-free and model-based RL algorithms. It enjoys the guaranteed improvement
when utilizing vast unlabeled data, but requires much less restrictive
conditions. We compare our method with a number of alternative solutions, both
analytically and numerically, and demonstrate its clear competitiveness. We
further illustrate with an application to adaptive deep brain stimulation for
Parkinson's disease.",2025-05-25T06:47:36Z,http://arxiv.org/pdf/2505.19002v1,"['cs.LG', 'cs.AI', 'stat.ML']"
2201.02135v5,"Deep Reinforcement Learning, a textbook",['Aske Plaat'],"Deep reinforcement learning has gathered much attention recently. Impressive
results were achieved in activities as diverse as autonomous driving, game
playing, molecular recombination, and robotics. In all these fields, computer
programs have taught themselves to solve difficult problems. They have learned
to fly model helicopters and perform aerobatic manoeuvers such as loops and
rolls. In some applications they have even become better than the best humans,
such as in Atari, Go, poker and StarCraft. The way in which deep reinforcement
learning explores complex environments reminds us of how children learn, by
playfully trying out things, getting feedback, and trying again. The computer
seems to truly possess aspects of human learning; this goes to the heart of the
dream of artificial intelligence. The successes in research have not gone
unnoticed by educators, and universities have started to offer courses on the
subject. The aim of this book is to provide a comprehensive overview of the
field of deep reinforcement learning. The book is written for graduate students
of artificial intelligence, and for researchers and practitioners who wish to
better understand deep reinforcement learning methods and their challenges. We
assume an undergraduate-level of understanding of computer science and
artificial intelligence; the programming language of this book is Python. We
describe the foundations, the algorithms and the applications of deep
reinforcement learning. We cover the established model-free and model-based
methods that form the basis of the field. Developments go quickly, and we also
cover advanced topics: deep multi-agent reinforcement learning, deep
hierarchical reinforcement learning, and deep meta learning.",2022-01-04T11:47:21Z,http://arxiv.org/pdf/2201.02135v5,"['cs.AI', 'cs.LG']"
1611.08944v1,Nonparametric General Reinforcement Learning,['Jan Leike'],"Reinforcement learning (RL) problems are often phrased in terms of Markov
decision processes (MDPs). In this thesis we go beyond MDPs and consider RL in
environments that are non-Markovian, non-ergodic and only partially observable.
Our focus is not on practical algorithms, but rather on the fundamental
underlying problems: How do we balance exploration and exploitation? How do we
explore optimally? When is an agent optimal? We follow the nonparametric
realizable paradigm.
  We establish negative results on Bayesian RL agents, in particular AIXI. We
show that unlucky or adversarial choices of the prior cause the agent to
misbehave drastically. Therefore Legg-Hutter intelligence and balanced Pareto
optimality, which depend crucially on the choice of the prior, are entirely
subjective. Moreover, in the class of all computable environments every policy
is Pareto optimal. This undermines all existing optimality properties for AIXI.
However, there are Bayesian approaches to general RL that satisfy objective
optimality guarantees: We prove that Thompson sampling is asymptotically
optimal in stochastic environments in the sense that its value converges to the
value of the optimal policy. We connect asymptotic optimality to regret given a
recoverability assumption on the environment that allows the agent to recover
from mistakes. Hence Thompson sampling achieves sublinear regret in these
environments.
  Our results culminate in a formal solution to the grain of truth problem: A
Bayesian agent acting in a multi-agent environment learns to predict the other
agents' policies if its prior assigns positive probability to them (the prior
contains a grain of truth). We construct a large but limit computable class
containing a grain of truth and show that agents based on Thompson sampling
over this class converge to play Nash equilibria in arbitrary unknown
computable multi-agent environments.",2016-11-28T00:36:40Z,http://arxiv.org/pdf/1611.08944v1,['cs.AI']
2202.08417v4,Retrieval-Augmented Reinforcement Learning,"['Anirudh Goyal', 'Abram L. Friesen', 'Andrea Banino', 'Theophane Weber', 'Nan Rosemary Ke', 'Adria Puigdomenech Badia', 'Arthur Guez', 'Mehdi Mirza', 'Peter C. Humphreys', 'Ksenia Konyushkova', 'Laurent Sifre', 'Michal Valko', 'Simon Osindero', 'Timothy Lillicrap', 'Nicolas Heess', 'Charles Blundell']","Most deep reinforcement learning (RL) algorithms distill experience into
parametric behavior policies or value functions via gradient updates. While
effective, this approach has several disadvantages: (1) it is computationally
expensive, (2) it can take many updates to integrate experiences into the
parametric model, (3) experiences that are not fully integrated do not
appropriately influence the agent's behavior, and (4) behavior is limited by
the capacity of the model. In this paper we explore an alternative paradigm in
which we train a network to map a dataset of past experiences to optimal
behavior. Specifically, we augment an RL agent with a retrieval process
(parameterized as a neural network) that has direct access to a dataset of
experiences. This dataset can come from the agent's past experiences, expert
demonstrations, or any other relevant source. The retrieval process is trained
to retrieve information from the dataset that may be useful in the current
context, to help the agent achieve its goal faster and more efficiently. he
proposed method facilitates learning agents that at test-time can condition
their behavior on the entire dataset and not only the current state, or current
trajectory. We integrate our method into two different RL agents: an offline
DQN agent and an online R2D2 agent. In offline multi-task problems, we show
that the retrieval-augmented DQN agent avoids task interference and learns
faster than the baseline DQN agent. On Atari, we show that retrieval-augmented
R2D2 learns significantly faster than the baseline R2D2 agent and achieves
higher scores. We run extensive ablations to measure the contributions of the
components of our proposed method.",2022-02-17T02:44:05Z,http://arxiv.org/pdf/2202.08417v4,['cs.LG']
2305.19562v2,Replicability in Reinforcement Learning,"['Amin Karbasi', 'Grigoris Velegkas', 'Lin F. Yang', 'Felix Zhou']","We initiate the mathematical study of replicability as an algorithmic
property in the context of reinforcement learning (RL). We focus on the
fundamental setting of discounted tabular MDPs with access to a generative
model. Inspired by Impagliazzo et al. [2022], we say that an RL algorithm is
replicable if, with high probability, it outputs the exact same policy after
two executions on i.i.d. samples drawn from the generator when its internal
randomness is the same. We first provide an efficient $\rho$-replicable
algorithm for $(\varepsilon, \delta)$-optimal policy estimation with sample and
time complexity $\widetilde
O\left(\frac{N^3\cdot\log(1/\delta)}{(1-\gamma)^5\cdot\varepsilon^2\cdot\rho^2}\right)$,
where $N$ is the number of state-action pairs. Next, for the subclass of
deterministic algorithms, we provide a lower bound of order
$\Omega\left(\frac{N^3}{(1-\gamma)^3\cdot\varepsilon^2\cdot\rho^2}\right)$.
Then, we study a relaxed version of replicability proposed by Kalavasis et al.
[2023] called TV indistinguishability. We design a computationally efficient TV
indistinguishable algorithm for policy estimation whose sample complexity is
$\widetilde
O\left(\frac{N^2\cdot\log(1/\delta)}{(1-\gamma)^5\cdot\varepsilon^2\cdot\rho^2}\right)$.
At the cost of $\exp(N)$ running time, we transform these TV indistinguishable
algorithms to $\rho$-replicable ones without increasing their sample
complexity. Finally, we introduce the notion of approximate-replicability where
we only require that two outputted policies are close under an appropriate
statistical divergence (e.g., Renyi) and show an improved sample complexity of
$\widetilde
O\left(\frac{N\cdot\log(1/\delta)}{(1-\gamma)^5\cdot\varepsilon^2\cdot\rho^2}\right)$.",2023-05-31T05:16:23Z,http://arxiv.org/pdf/2305.19562v2,"['cs.LG', 'cs.AI', 'stat.ML']"
1801.08099v8,Logically-Constrained Reinforcement Learning,"['Mohammadhosein Hasanbeig', 'Alessandro Abate', 'Daniel Kroening']","We present the first model-free Reinforcement Learning (RL) algorithm to
synthesise policies for an unknown Markov Decision Process (MDP), such that a
linear time property is satisfied. The given temporal property is converted
into a Limit Deterministic Buchi Automaton (LDBA) and a robust reward function
is defined over the state-action pairs of the MDP according to the resulting
LDBA. With this reward function, the policy synthesis procedure is
""constrained"" by the given specification. These constraints guide the MDP
exploration so as to minimize the solution time by only considering the portion
of the MDP that is relevant to satisfaction of the LTL property. This improves
performance and scalability of the proposed method by avoiding an exhaustive
update over the whole state space while the efficiency of standard methods such
as dynamic programming is hindered by excessive memory requirements, caused by
the need to store a full-model in memory. Additionally, we show that the RL
procedure sets up a local value iteration method to efficiently calculate the
maximum probability of satisfying the given property, at any given state of the
MDP. We prove that our algorithm is guaranteed to find a policy whose traces
probabilistically satisfy the LTL property if such a policy exists, and
additionally we show that our method produces reasonable control policies even
when the LTL property cannot be satisfied. The performance of the algorithm is
evaluated via a set of numerical examples. We observe an improvement of one
order of magnitude in the number of iterations required for the synthesis
compared to existing approaches.",2018-01-24T17:50:30Z,http://arxiv.org/pdf/1801.08099v8,"['cs.LG', 'cs.LO']"
2401.15480v2,Social Interpretable Reinforcement Learning,"['Leonardo Lucio Custode', 'Giovanni Iacca']","Reinforcement Learning (RL) bears the promise of being a game-changer in many
applications. However, since most of the literature in the field is currently
focused on opaque models, the use of RL in high-stakes scenarios, where
interpretability is crucial, is still limited. Recently, some approaches to
interpretable RL, e.g., based on Decision Trees, have been proposed, but one of
the main limitations of these techniques is their training cost. To overcome
this limitation, we propose a new method, called Social Interpretable RL
(SIRL), that can substantially reduce the number of episodes needed for
training. Our method mimics a social learning process, where each agent in a
group learns to solve a given task based both on its own individual experience
as well as the experience acquired together with its peers. Our approach is
divided into the following two phases. (1) In the collaborative phase, all the
agents in the population interact with a shared instance of the environment,
where each agent observes the state and independently proposes an action. Then,
voting is performed to choose the action that will actually be deployed in the
environment. (2) In the individual phase, then, each agent refines its
individual performance by interacting with its own instance of the environment.
This mechanism makes the agents experience a larger number of episodes with
little impact on the computational cost of the process. Our results (on 6
widely-known RL benchmarks) show that SIRL not only reduces the computational
cost by a factor varying from a minimum of 43% to a maximum 76%, but it also
increases the convergence speed and, often, improves the quality of the
solutions.",2024-01-27T19:05:21Z,http://arxiv.org/pdf/2401.15480v2,"['cs.LG', 'cs.AI', 'cs.MA', 'I.2.6; I.2.8']"
1909.11939v6,MERL: Multi-Head Reinforcement Learning,"['Yannis Flet-Berliac', 'Philippe Preux']","A common challenge in reinforcement learning is how to convert the agent's
interactions with an environment into fast and robust learning. For instance,
earlier work makes use of domain knowledge to improve existing reinforcement
learning algorithms in complex tasks. While promising, previously acquired
knowledge is often costly and challenging to scale up. Instead, we decide to
consider problem knowledge with signals from quantities relevant to solve any
task, e.g., self-performance assessment and accurate expectations.
$\mathcal{V}^{ex}$ is such a quantity. It is the fraction of variance explained
by the value function $V$ and measures the discrepancy between $V$ and the
returns. Taking advantage of $\mathcal{V}^{ex}$, we propose MERL, a general
framework for structuring reinforcement learning by injecting problem knowledge
into policy gradient updates. As a result, the agent is not only optimized for
a reward but learns using problem-focused quantities provided by MERL,
applicable out-of-the-box to any task. In this paper: (a) We introduce and
define MERL, the multi-head reinforcement learning framework we use throughout
this work. (b) We conduct experiments across a variety of standard benchmark
environments, including 9 continuous control tasks, where results show improved
performance. (c) We demonstrate that MERL also improves transfer learning on a
set of challenging pixel-based tasks. (d) We ponder how MERL tackles the
problem of reward sparsity and better conditions the feature space of
reinforcement learning agents.",2019-09-26T06:57:51Z,http://arxiv.org/pdf/1909.11939v6,"['cs.LG', 'cs.AI', 'stat.ML']"
2007.04725v2,EVO-RL: Evolutionary-Driven Reinforcement Learning,"['Ahmed Hallawa', 'Thorsten Born', 'Anke Schmeink', 'Guido Dartmann', 'Arne Peine', 'Lukas Martin', 'Giovanni Iacca', 'A. E. Eiben', 'Gerd Ascheid']","In this work, we propose a novel approach for reinforcement learning driven
by evolutionary computation. Our algorithm, dubbed as Evolutionary-Driven
Reinforcement Learning (evo-RL), embeds the reinforcement learning algorithm in
an evolutionary cycle, where we distinctly differentiate between purely
evolvable (instinctive) behaviour versus purely learnable behaviour.
Furthermore, we propose that this distinction is decided by the evolutionary
process, thus allowing evo-RL to be adaptive to different environments. In
addition, evo-RL facilitates learning on environments with rewardless states,
which makes it more suited for real-world problems with incomplete information.
To show that evo-RL leads to state-of-the-art performance, we present the
performance of different state-of-the-art reinforcement learning algorithms
when operating within evo-RL and compare it with the case when these same
algorithms are executed independently. Results show that reinforcement learning
algorithms embedded within our evo-RL approach significantly outperform the
stand-alone versions of the same RL algorithms on OpenAI Gym control problems
with rewardless states constrained by the same computational budget.",2020-07-09T11:52:19Z,http://arxiv.org/pdf/2007.04725v2,"['cs.LG', 'cs.AI', 'cs.NE', 'stat.ML']"
1703.09842v3,Inverse Risk-Sensitive Reinforcement Learning,"['Lillian J. Ratliff', 'Eric Mazumdar']","We address the problem of inverse reinforcement learning in Markov decision
processes where the agent is risk-sensitive. In particular, we model
risk-sensitivity in a reinforcement learning framework by making use of models
of human decision-making having their origins in behavioral psychology,
behavioral economics, and neuroscience. We propose a gradient-based inverse
reinforcement learning algorithm that minimizes a loss function defined on the
observed behavior. We demonstrate the performance of the proposed technique on
two examples, the first of which is the canonical Grid World example and the
second of which is a Markov decision process modeling passengers' decisions
regarding ride-sharing. In the latter, we use pricing and travel time data from
a ride-sharing company to construct the transition probabilities and rewards of
the Markov decision process.",2017-03-29T00:10:17Z,http://arxiv.org/pdf/1703.09842v3,"['cs.LG', 'stat.ML']"
1701.07274v6,Deep Reinforcement Learning: An Overview,['Yuxi Li'],"We give an overview of recent exciting achievements of deep reinforcement
learning (RL). We discuss six core elements, six important mechanisms, and
twelve applications. We start with background of machine learning, deep
learning and reinforcement learning. Next we discuss core RL elements,
including value function, in particular, Deep Q-Network (DQN), policy, reward,
model, planning, and exploration. After that, we discuss important mechanisms
for RL, including attention and memory, unsupervised learning, transfer
learning, multi-agent RL, hierarchical RL, and learning to learn. Then we
discuss various applications of RL, including games, in particular, AlphaGo,
robotics, natural language processing, including dialogue systems, machine
translation, and text generation, computer vision, neural architecture design,
business management, finance, healthcare, Industry 4.0, smart grid, intelligent
transportation systems, and computer systems. We mention topics not reviewed
yet, and list a collection of RL resources. After presenting a brief summary,
we close with discussions.
  Please see Deep Reinforcement Learning, arXiv:1810.06339, for a significant
update.",2017-01-25T11:52:11Z,http://arxiv.org/pdf/1701.07274v6,['cs.LG']
2305.04843v1,Reinforcement Learning for Topic Models,"['Jeremy Costello', 'Marek Z. Reformat']","We apply reinforcement learning techniques to topic modeling by replacing the
variational autoencoder in ProdLDA with a continuous action space reinforcement
learning policy. We train the system with a policy gradient algorithm
REINFORCE. Additionally, we introduced several modifications: modernize the
neural network architecture, weight the ELBO loss, use contextual embeddings,
and monitor the learning process via computing topic diversity and coherence
for each training step. Experiments are performed on 11 data sets. Our
unsupervised model outperforms all other unsupervised models and performs on
par with or better than most models using supervised labeling. Our model is
outperformed on certain data sets by a model using supervised labeling and
contrastive learning. We have also conducted an ablation study to provide
empirical evidence of performance improvements from changes we made to ProdLDA
and found that the reinforcement learning formulation boosts performance.",2023-05-08T16:41:08Z,http://arxiv.org/pdf/2305.04843v1,"['cs.CL', 'cs.LG']"
2007.00425v1,Interaction-limited Inverse Reinforcement Learning,"['Martin Troussard', 'Emmanuel Pignat', 'Parameswaran Kamalaruban', 'Sylvain Calinon', 'Volkan Cevher']","This paper proposes an inverse reinforcement learning (IRL) framework to
accelerate learning when the learner-teacher \textit{interaction} is
\textit{limited} during training. Our setting is motivated by the realistic
scenarios where a helpful teacher is not available or when the teacher cannot
access the learning dynamics of the student. We present two different training
strategies: Curriculum Inverse Reinforcement Learning (CIRL) covering the
teacher's perspective, and Self-Paced Inverse Reinforcement Learning (SPIRL)
focusing on the learner's perspective. Using experiments in simulations and
experiments with a real robot learning a task from a human demonstrator, we
show that our training strategies can allow a faster training than a random
teacher for CIRL and than a batch learner for SPIRL.",2020-07-01T12:31:52Z,http://arxiv.org/pdf/2007.00425v1,"['cs.LG', 'stat.ML']"
2311.04830v3,Real-Time Recurrent Reinforcement Learning,"['Julian Lemmel', 'Radu Grosu']","We introduce a biologically plausible RL framework for solving tasks in
partially observable Markov decision processes (POMDPs). The proposed algorithm
combines three integral parts: (1) A Meta-RL architecture, resembling the
mammalian basal ganglia; (2) A biologically plausible reinforcement learning
algorithm, exploiting temporal difference learning and eligibility traces to
train the policy and the value-function; (3) An online automatic
differentiation algorithm for computing the gradients with respect to
parameters of a shared recurrent network backbone. Our experimental results
show that the method is capable of solving a diverse set of partially
observable reinforcement learning tasks. The algorithm we call real-time
recurrent reinforcement learning (RTRRL) serves as a model of learning in
biological neural networks, mimicking reward pathways in the basal ganglia.",2023-11-08T16:56:16Z,http://arxiv.org/pdf/2311.04830v3,"['cs.LG', 'cs.NE', 'cs.SY', 'eess.SY']"
2405.13574v1,Reinforcement Learning for Adaptive MCMC,"['Congye Wang', 'Wilson Chen', 'Heishiro Kanagawa', 'Chris. J. Oates']","An informal observation, made by several authors, is that the adaptive design
of a Markov transition kernel has the flavour of a reinforcement learning task.
Yet, to-date it has remained unclear how to actually exploit modern
reinforcement learning technologies for adaptive MCMC. The aim of this paper is
to set out a general framework, called Reinforcement Learning
Metropolis--Hastings, that is theoretically supported and empirically
validated. Our principal focus is on learning fast-mixing Metropolis--Hastings
transition kernels, which we cast as deterministic policies and optimise via a
policy gradient. Control of the learning rate provably ensures conditions for
ergodicity are satisfied. The methodology is used to construct a gradient-free
sampler that out-performs a popular gradient-free adaptive Metropolis--Hastings
algorithm on $\approx 90 \%$ of tasks in the PosteriorDB benchmark.",2024-05-22T12:11:12Z,http://arxiv.org/pdf/2405.13574v1,"['stat.CO', 'cs.LG']"
2406.08406v1,RRLS : Robust Reinforcement Learning Suite,"['Adil Zouitine', 'David Bertoin', 'Pierre Clavier', 'Matthieu Geist', 'Emmanuel Rachelson']","Robust reinforcement learning is the problem of learning control policies
that provide optimal worst-case performance against a span of adversarial
environments. It is a crucial ingredient for deploying algorithms in real-world
scenarios with prevalent environmental uncertainties and has been a
long-standing object of attention in the community, without a standardized set
of benchmarks. This contribution endeavors to fill this gap. We introduce the
Robust Reinforcement Learning Suite (RRLS), a benchmark suite based on Mujoco
environments. RRLS provides six continuous control tasks with two types of
uncertainty sets for training and evaluation. Our benchmark aims to standardize
robust reinforcement learning tasks, facilitating reproducible and comparable
experiments, in particular those from recent state-of-the-art contributions,
for which we demonstrate the use of RRLS. It is also designed to be easily
expandable to new environments. The source code is available at
\href{https://github.com/SuReLI/RRLS}{https://github.com/SuReLI/RRLS}.",2024-06-12T16:53:51Z,http://arxiv.org/pdf/2406.08406v1,['cs.LG']
2407.10583v1,Three Dogmas of Reinforcement Learning,"['David Abel', 'Mark K. Ho', 'Anna Harutyunyan']","Modern reinforcement learning has been conditioned by at least three dogmas.
The first is the environment spotlight, which refers to our tendency to focus
on modeling environments rather than agents. The second is our treatment of
learning as finding the solution to a task, rather than adaptation. The third
is the reward hypothesis, which states that all goals and purposes can be well
thought of as maximization of a reward signal. These three dogmas shape much of
what we think of as the science of reinforcement learning. While each of the
dogmas have played an important role in developing the field, it is time we
bring them to the surface and reflect on whether they belong as basic
ingredients of our scientific paradigm. In order to realize the potential of
reinforcement learning as a canonical frame for researching intelligent agents,
we suggest that it is time we shed dogmas one and two entirely, and embrace a
nuanced approach to the third.",2024-07-15T10:03:24Z,http://arxiv.org/pdf/2407.10583v1,"['cs.AI', 'cs.LG']"
2508.00106v1,Hyperproperty-Constrained Secure Reinforcement Learning,"['Ernest Bonnah', 'Luan Viet Nguyen', 'Khaza Anuarul Hoque']","Hyperproperties for Time Window Temporal Logic (HyperTWTL) is a
domain-specific formal specification language known for its effectiveness in
compactly representing security, opacity, and concurrency properties for
robotics applications. This paper focuses on HyperTWTL-constrained secure
reinforcement learning (SecRL). Although temporal logic-constrained safe
reinforcement learning (SRL) is an evolving research problem with several
existing literature, there is a significant research gap in exploring
security-aware reinforcement learning (RL) using hyperproperties. Given the
dynamics of an agent as a Markov Decision Process (MDP) and opacity/security
constraints formalized as HyperTWTL, we propose an approach for learning
security-aware optimal policies using dynamic Boltzmann softmax RL while
satisfying the HyperTWTL constraints. The effectiveness and scalability of our
proposed approach are demonstrated using a pick-up and delivery robotic mission
case study. We also compare our results with two other baseline RL algorithms,
showing that our proposed method outperforms them.",2025-07-31T18:57:18Z,http://arxiv.org/pdf/2508.00106v1,"['cs.AI', 'cs.LG', 'cs.LO', 'cs.SY', 'eess.SY']"
1305.1809v2,Cover Tree Bayesian Reinforcement Learning,"['Nikolaos Tziortziotis', 'Christos Dimitrakakis', 'Konstantinos Blekas']","This paper proposes an online tree-based Bayesian approach for reinforcement
learning. For inference, we employ a generalised context tree model. This
defines a distribution on multivariate Gaussian piecewise-linear models, which
can be updated in closed form. The tree structure itself is constructed using
the cover tree method, which remains efficient in high dimensional spaces. We
combine the model with Thompson sampling and approximate dynamic programming to
obtain effective exploration policies in unknown environments. The flexibility
and computational simplicity of the model render it suitable for many
reinforcement learning problems in continuous state spaces. We demonstrate this
in an experimental comparison with least squares policy iteration.",2013-05-08T13:11:52Z,http://arxiv.org/pdf/1305.1809v2,"['stat.ML', 'cs.LG']"
1809.09501v1,Anderson Acceleration for Reinforcement Learning,"['Matthieu Geist', 'Bruno Scherrer']","Anderson acceleration is an old and simple method for accelerating the
computation of a fixed point. However, as far as we know and quite
surprisingly, it has never been applied to dynamic programming or reinforcement
learning. In this paper, we explain briefly what Anderson acceleration is and
how it can be applied to value iteration, this being supported by preliminary
experiments showing a significant speed up of convergence, that we critically
discuss. We also discuss how this idea could be applied more generally to
(deep) reinforcement learning.",2018-09-25T14:04:25Z,http://arxiv.org/pdf/1809.09501v1,"['cs.LG', 'stat.ML']"
1610.02707v1,Multi-Objective Deep Reinforcement Learning,"['Hossam Mossalam', 'Yannis M. Assael', 'Diederik M. Roijers', 'Shimon Whiteson']","We propose Deep Optimistic Linear Support Learning (DOL) to solve
high-dimensional multi-objective decision problems where the relative
importances of the objectives are not known a priori. Using features from the
high-dimensional inputs, DOL computes the convex coverage set containing all
potential optimal solutions of the convex combinations of the objectives. To
our knowledge, this is the first time that deep reinforcement learning has
succeeded in learning multi-objective policies. In addition, we provide a
testbed with two experiments to be used as a benchmark for deep multi-objective
reinforcement learning.",2016-10-09T19:08:36Z,http://arxiv.org/pdf/1610.02707v1,['cs.AI']
1809.06995v1,Interpretable Reinforcement Learning with Ensemble Methods,"['Alexander Brown', 'Marek Petrik']","We propose to use boosted regression trees as a way to compute
human-interpretable solutions to reinforcement learning problems. Boosting
combines several regression trees to improve their accuracy without
significantly reducing their inherent interpretability. Prior work has focused
independently on reinforcement learning and on interpretable machine learning,
but there has been little progress in interpretable reinforcement learning. Our
experimental results show that boosted regression trees compute solutions that
are both interpretable and match the quality of leading reinforcement learning
methods.",2018-09-19T03:23:35Z,http://arxiv.org/pdf/1809.06995v1,"['cs.LG', 'stat.ML']"
2001.09608v1,Some Insights into Lifelong Reinforcement Learning Systems,['Changjian Li'],"A lifelong reinforcement learning system is a learning system that has the
ability to learn through trail-and-error interaction with the environment over
its lifetime. In this paper, I give some arguments to show that the traditional
reinforcement learning paradigm fails to model this type of learning system.
Some insights into lifelong reinforcement learning are provided, along with a
simplistic prototype lifelong reinforcement learning system.",2020-01-27T07:26:12Z,http://arxiv.org/pdf/2001.09608v1,"['cs.LG', 'stat.ML']"
1608.02971v1,Neuroevolution-Based Inverse Reinforcement Learning,"['Karan K. Budhraja', 'Tim Oates']","The problem of Learning from Demonstration is targeted at learning to perform
tasks based on observed examples. One approach to Learning from Demonstration
is Inverse Reinforcement Learning, in which actions are observed to infer
rewards. This work combines a feature based state evaluation approach to
Inverse Reinforcement Learning with neuroevolution, a paradigm for modifying
neural networks based on their performance on a given task. Neural networks are
used to learn from a demonstrated expert policy and are evolved to generate a
policy similar to the demonstration. The algorithm is discussed and evaluated
against competitive feature-based Inverse Reinforcement Learning approaches. At
the cost of execution time, neural networks allow for non-linear combinations
of features in state evaluations. These valuations may correspond to state
value or state reward. This results in better correspondence to observed
examples as opposed to using linear combinations. This work also extends
existing work on Bayesian Non-Parametric Feature Construction for Inverse
Reinforcement Learning by using non-linear combinations of intermediate data to
improve performance. The algorithm is observed to be specifically suitable for
a linearly solvable non-deterministic Markov Decision Processes in which
multiple rewards are sparsely scattered in state space. A conclusive
performance hierarchy between evaluated algorithms is presented.",2016-08-09T20:04:40Z,http://arxiv.org/pdf/1608.02971v1,"['cs.NE', 'cs.AI', 'cs.LG']"
1908.11494v4,Reinforcement learning with world model,"['Jingbin Liu', 'Xinyang Gu', 'Shuai Liu']","Nowadays, model-free reinforcement learning algorithms have achieved
remarkable performance on many decision making and control tasks, but high
sample complexity and low sample efficiency still hinder the wide use of
model-free reinforcement learning algorithms. In this paper, we argue that if
we intend to design an intelligent agent that learns fast and transfers well,
the agent must be able to reflect key elements of intelligence, like intuition,
Memory, PredictionandCuriosity. We propose an agent framework that integrates
off-policy reinforcement learning with world model learning, so as to embody
the important features of intelligence in our algorithm design. We adopt the
state-of-art model-free reinforcement learning algorithm, Soft Actor-Critic, as
the agent intuition, and world model learning through RNN to endow the agent
with memory, curiosity, and the ability to predict. We show that these ideas
can work collaboratively with each other and our agent (RMC) can give new
state-of-art results while maintaining sample efficiency and training
stability. Moreover, our agent framework can be easily extended from MDP to
POMDP problems without performance loss.",2019-08-30T00:29:32Z,http://arxiv.org/pdf/1908.11494v4,['cs.AI']
2202.05839v3,Abstraction for Deep Reinforcement Learning,"['Murray Shanahan', 'Melanie Mitchell']","We characterise the problem of abstraction in the context of deep
reinforcement learning. Various well established approaches to analogical
reasoning and associative memory might be brought to bear on this issue, but
they present difficulties because of the need for end-to-end differentiability.
We review developments in AI and machine learning that could facilitate their
adoption.",2022-02-10T23:49:13Z,http://arxiv.org/pdf/2202.05839v3,"['cs.LG', 'cs.AI']"
